ARTIST,SONG,MF CODE,TRACK
Garth Brooks,Good Ride Cowboy,THM2006,--
Garth Brooks,Hard Luck Woman,SC8228,05
Garth Brooks,If Tommorow Never Comes,SF151,12
Garth Brooks,If Tomorrow Never Comes,TT049,05
Garth Brooks,If You Really Love Me,IMPK13,11
Garth Brooks,In Anothers Eyes,LEG174,11
Garth Brooks,It Don't Matter To The Sun,SC8566,01
Garth Brooks,It's Midnight Cinderella,SC8247,10
Garth Brooks,It's Your Song,SC8498,06
Garth Brooks,Kickin' And Screamin',SC8243,02
Garth Brooks,Learning To Live Again,SGB0024,12
Garth Brooks,Longneck Bottle,SC8416,13
Garth Brooks,Lost In Your Eyes,SGB0029,07
Garth Brooks,More Than A Memory,SC9013,14
Garth Brooks,Much Too Young (To Feel This Damned,TT049,06
Garth Brooks,Much Too Young To Feel This Damn Ol,SC7551,08
Garth Brooks,Night I Called The Old Man Out,SC8291,08
Garth Brooks,Night Will Only Know,SC8301,02
Garth Brooks,Not Counting You,TT049,07
Garth Brooks,One Night A Day,SC8123,03
Garth Brooks,Papa Loved Mama,TT049,08
Garth Brooks,Papa Loves Mama,IMPK19,07
Garth Brooks,Pushing Up Daisies,SC8745,06
Garth Brooks,Red Strokes,SFMW856,07
Garth Brooks,Right Now,SC8569,12
Garth Brooks,River,TT049,09
Garth Brooks,Rodeo,TT049,10
Garth Brooks,Shameless,TT049,11
Garth Brooks,She's Every Woman,SF160,12
Garth Brooks,She's Gonna Make It,SC8436,02
Garth Brooks,Somewhere Other Than The Night,TT049,12
Garth Brooks,Standing Outside The Fire,SC8219,02
Garth Brooks,Tearin' It Up (And Burnin' It Down),SC8498,08
Garth Brooks,That Girl Is A Cowboy,THM2006,--
Garth Brooks,That Ol' Wind,SC8271,13
Garth Brooks,That Summer,TT049,13
Garth Brooks,Thicker Than Blood,SC8736,14
Garth Brooks,Thunder Rolls,TT049,14
Garth Brooks,To Make You Feel My Love,TT049,15
Garth Brooks,Tonight I Called The Old Man Out,MM6065,14
Garth Brooks,Two Of A Kind,MM6019,14
Garth Brooks,Two Of A Kind (Working On A Full Ho,TT049,16
Garth Brooks,Two Of A Kind Workin' On A Full Hou,SC8162,08
Garth Brooks,Two Of A Kind Working On A Full Hou,SGB0024,04
Garth Brooks,Two Pina Coladas,TT049,17
Garth Brooks,Unanswered Prayers,TT049,18
Garth Brooks,Uptown Down Home Good Ol' Boy,CB90015,15
Garth Brooks,Walkin' After Midnight,JV0054,08
Garth Brooks,We Shall Be Free,SGB0024,06
Garth Brooks,What She's Doing Now,TT046,07
Garth Brooks,When You Come Back To Me Again,SC8623,01
Garth Brooks,Why Ain't I Running,SC8748,03
Garth Brooks,Wild Horses,TT049,19
Garth Brooks,Wolves,SC8228,11
Garth Brooks,Wrapped Up In You,SC8733,09
Garth Brooks,You Move Me,TT049,20
Garth Brooks And George Jones,Beer Run,SGB0066,04
Garth Brooks And Steve Warine,Katie Wants A Fast One,SC8630,14
Garth Brooks And Trisha Yearw,In Another's Eyes,SGB0024,09
Garth Brooks And Trisha Yearw,Love Will Always Win,THM2006,--
Garth Brooks And Trisha Yearw,Squeeze Me In,SC8736,13
Garth Brooks And Trisha Yearw,Wild As The Wind,SC3112,05
Garth Brooks As Chris Gaines,It Don't Matter To The Sun,SGB0029,01
Garth Brooks As Chris Gaines,Lost In You,SGB0024,15
Garth Brooks As Chris Gaines,Right Now,SGB0029,13
Garth Brooks W Trisha Yearwoo,Squeeze Me In,CBE10-11,12
Gary Allan,Best I Ever Had,SC8936,10
Gary Allan,Bones,ASK1301B,02
Gary Allan,Feelin' Like That,SC8996,14
Gary Allan,From Where I'm Sitting,SC8376,10
Gary Allan,Get Off On The Pain,CB5143-01,12
Gary Allan,Her Man,SC8315,04
Gary Allan,I'll Take Today,SC8498,07
Gary Allan,It Would Be You,SC8444,13
Gary Allan,Kiss Me When I'm Down,CB60454,07
Gary Allan,Life Ain't Always Beautiful,THM2006,--
Gary Allan,Living In A House Full Of Love,SC8402,15
Gary Allan,Lovin' You Against My Will,SC8614,14
Gary Allan,Man Of Me,TT072,19
Gary Allan,Man To Man,SC8794,05
Gary Allan,No Man In His Wrong Heart,SC8474,14
Gary Allan,Nothing On But The Radio,SC8944,15
Gary Allan,One,SC8745,07
Gary Allan,Right Where I Need To Be,TT039,12
Gary Allan,Smoke Rings In The Dark,SC8560,14
Gary Allan,Watching Airplanes,SC9013,11
Gary Barlow,Let Me Go,SF333,02
Gary Barlow,Open Road,SF116,01
Gary Barlow,So Help Me Girl,SC8422,05
Gary Barlow And Elton John,Face To Face,SF335,02
Gary Barlow And The Commonwea,Sing,SF317,02
Gary Crosby,Side By Side,SAVP013,06
Gary Glitter,Another Rock And Roll Christmas,SF030,15
Gary Glitter,Do You Wanna Touch Me,SF035,01
Gary Glitter,Hello Hello I'm Back Again,SF096,12
Gary Glitter,I Love You Love Me Love,SF024,03
Gary Glitter,I'm The Leader Of The Gang (I Am),SFWS027,15
Gary Glitter,Leader Of The Gang,SF023,01
Gary Glitter,Rock And Roll Part 2,SC8687,07
Gary Glitter,Rock And Roll Parts 1 And 2 (Megami,PX014,13
Gary Lee And Showdown,Rodeo Song,SC8117,05
Gary Lewis And The Playboys,Everybody Loves A Clown,SC8218,07
Gary Lewis And The Playboys,Save Your Heart For Me,SC8599,14
Gary Lewis And The Playboys,She's Just My Style,SC8190,03
Gary Lewis And The Playboys,Sure Gonna Miss Her,SC8615,15
Gary Lewis And The Playboys,This Diamond Ring,SC7541,02
Gary Miller,Aqua Marina,SFMW901,05
Gary Moore,Cold Day In Hell,US04,02
Gary Moore,I've Still Got The Blues,SFMW810,08
Gary Moore,King Of The Blues,SGB0066,10
Gary Moore,Parisienne Walkways,SFMW837,05
Gary Moore,Sky Is Crying,US03,11
Gary Moore,Still Got The Blues For You,SGB0054,16
Gary Moore,Walking By Myself,SFID006,07
Gary Moore And Phil Lynott,Out In The Fields,SFMW882,03
Gary Morris,100% Chance Of Rain,SC8529,09
Gary Morris,I'll Never Stop Loving You,SC7556,09
Gary Morris,Leave Me Lonely,SC8517,09
Gary Morris,Love She Found In Me,SC8728,10
Gary Morris,Wind Beneath My Wings,SC8265,14
Gary Nichols,Unbroken Ground,THM2006,--
Gary Numan,Cars,SF029,12
Gary Numan,We Are Glass,SFMW911,14
Gary Puckett And The Union Ga,Don't Give In To Him,SC8255,03
Gary Puckett And The Union Ga,Lady Will Power,SF100,10
Gary Puckett And The Union Ga,Lady Willpower,SC8218,13
Gary Puckett And The Union Ga,Over You,SC8218,04
Gary Puckett And The Union Ga,Woman Woman,SC7560,12
Gary Puckett And The Union Ga,Women Women,DKG022,07
Gary Puckett And The Union Ga,Young Girl,SF052,07
Gary Stewart,Drinkin' Thing,SC7555,05
Gary Stewart,Out Of Hand,SC8525,11
Gary Stewart,Quits,SC8610,04
Gary Stewart,Your Place Or Mine,SC8642,10
Gary U S Bonds,New Orleans,RB021,11
Gary U S Bonds,Quarter To Three,SF084,01
Gary Wright,Dream Weaver,SGB0060,09
Gary Wright,Love Is Alive,SC8227,11
Gavin Degraw,Chariot,SC8932,12
Gavin Degraw,Cheated On Me,CBE10-22,02
Gavin Degraw,Follow Through,PHM0511,07
Gavin Degraw,I Don't Want To Be,SPC037,06
Gavin Degraw,In Love With A Girl,PHM0806,03
Gavin Degraw,We Belong Together,THM2006,--
Gavin Rossdale,Love Remains The Same,PHM0808,07
Gay Dad,To Earth With Love,SF130,12
Gaye And Weston,It Takes Two,SF018,11
Gayla Peevey,I Want A Hippopotamus For Christmas,CBE09-30,06
Gayla Peevey,I Want A Hippoptamus For Christmas,CB20203,08
Gazza And Lindisfarne,Fog On The Tyne (Revisited),SF112,08
Geggy Tah,Whoever You Are,SC8325,10
Gene Austin,Carolina Moon,CB5039-03,12
Gene Austin,My Blue Heaven,CB5039-01,13
Gene Autry,Back In The Saddle Again,SC8509,10
Gene Autry,Frosty The Snowman,DKG018,15
Gene Autry,My Old Kentucky Home,CB5039-02,05
Gene Autry,Rudolph The Red Nosed Reindeer,SC8475,02
Gene Autry,Someday You'll Want Me To Want You,CBE10-01,02
Gene Chandler,Duke Of Earl,SFID005,10
Gene Chandler,Get Down,SF103,14
Gene Chandler,Groovy Situation,SC8420,14
Gene Kelly,All I Do Is Dream Of You,MM6242,09
Gene Kelly,Moses Suppoese Tongue Twisters,SAVP036,10
Gene Kelly,Singing In The Rain,SC7540,07
Gene Loves Jezebel,Jealous,SC8466,05
Gene Mcdaniels,Hundred Pounds Of Clay,SC8415,14
Gene Pitney,24 Hours From Tulsa,ZPA004,01
Gene Pitney,Backstage,ZPA004,08
Gene Pitney,Every Breath I Take,SAVP039,06
Gene Pitney,Half Heaven Half Heartache,SC8255,15
Gene Pitney,I Must Be Seeing Things,ZPA004,02
Gene Pitney,If I Didn't Have A Dime,SFMW824,13
Gene Pitney,I'm Gonna Be Strong,ZPA004,03
Gene Pitney,It Hurts To Be In Love,ZPA004,04
Gene Pitney,Just One Smile,ZPA004,09
Gene Pitney,Looking Through The Eyes Of Love,ZPA004,06
Gene Pitney,Louisiana Mama,JVC02,08
Gene Pitney,Man Who Shot Liberty Valance,SFID005,09
Gene Pitney,Maria Elana,HSW213,08
Gene Pitney,Maria Elena,ZPA004,10
Gene Pitney,Mecca,SC8397,12
Gene Pitney,Only Love Can Break A Heart,SC8191-V2,07
Gene Pitney,Princess In Rags,ZPA004,05
Gene Pitney,Somethings Gotten Hold Of My Heart,SF066,11
Gene Pitney,Something's Gotten Hold Of My Heart,ZPA004,07
Gene Pitney,Town Without Pity,ZPA004,11
Gene Pitney,Twent Four Sycamore,SFMW816,06
Gene Vincent,Be Bop A Lula,SF017,04
Gene Vincent And His Blue Cap,Lotta Lovin',SC8770,04
Gene Watson,Drinkin' My Way Back Home,CB90081,13
Gene Watson,Farewell Party,SC7555,06
Gene Watson,Forever Again,CB90081,14
Gene Watson,Fourteen Carat Mind,SC8158,07
Gene Watson,Got No Reason Now For Goin' Home,SC8567,15
Gene Watson,I Don't Need A Thing At All,SC8642,02
Gene Watson,Love In The Hot Afternoon,SC8461,09
Gene Watson,No Goodbyes,SC3018,04
Gene Watson,Nothing Sure Looked Good On You,SC7569,15
Gene Watson,Old Porch Swing,SC8243,05
Gene Watson,Paper Rosie,SC8541,04
Gene Watson,Pick The Wildwood Flower,SC8576,02
Gene Watson,Should I Come Home (Or Should I Go,SC8517,15
Gene Watson,Sometimes I Get Lucky And Forget,CB90081,12
Gene Watson,Speak Softly You're Talking To My,CB90081,10
Gene Watson,Where Love Begins,CB90081,06
Gene Watson,You Could Know As Much About A Stra,CB90081,07
Gene Watson,You Gave Me A Mountain,SC8324,08
Gene Watson,You're Out Doing What I'm Here Doin,CB90081,11
General Public,Tenderness,SC8510,03
Generation X,King Rocker,SF109,07
Genesis,Follow You Follow Me,SFMW844,06
Genesis,Hold On My Heart,SC8366,06
Genesis,I Can't Dance,SFMW804,06
Genesis,In Too Deep,SFMW827,10
Genesis,Invisible Touch,PI030,06
Genesis,Keep It Dark,SFMW897,02
Genesis,Land Of Confusion,SC8687,09
Genesis,Mama,SFMW828,06
Genesis,Man On The Corner,SC8624,13
Genesis,Misunderstanding,SC8611,02
Genesis,No Reply At All,SC8611,03
Genesis,Nothin' Bout Me,SFMW828,07
Genesis,That's All,SFMW827,08
Genesis,Throwing It All Away,LEG151,09
Genesis,Tonight Tonight Tonight,SFHH05-9,05
Genesis,Trick Of Tail,SFMW828,13
Genisis,Turn It On Again,SFMW871,03
Gentry Montgomery,While You're Still Young,CB5143,50
Gentrys,Keep On Dancing,SC8589,09
George Baker Collection,Little Green Bag,SFMW872,15
George Baker Selection,Little Green Bag,CBE09-13,03
George Benson,Give Me The Night,LEG199,05
George Benson,Greatest Love Of All,LEG199,03
George Benson,In Your Eyes,SFMW820,01
George Benson,Love Ballad,PI012,02
George Benson,Love X Love,LEG199,07
George Benson,Never Give Up On A Good Thing,LEG199,04
George Benson,Nothing's Gonna Change My Love For,LEG199,10
George Benson,On Broadway,PI029,07
George Benson,This Masquerade,SGB0022,03
George Benson,Turn Your Love Around,SF032,06
George Benson And Roberta Fla,You Are The Love Of My Life,LEG199,09
George Canyon,My Name,SC8920,12
George Clinton,Atomic Dog,SC8580,03
George Ducas,Every Time She Passes By,SC8289,08
George Ducas,Hello Cruel World,SC8173,07
George Ducas,Lipstick Promises,SC8159,06
George Ducas,Teardrops,SC8200,05
George Formby,Leaning On A Lampost,SF147,02
George Fox,I Gave You My Word,MM6199,11
George Hamilton Iv,Abilene,SC7589,05
George Harrison,All Those Years Ago,SC8305,07
George Harrison,Give Me Love,SFMW825,04
George Harrison,Give Me Love (Give Me Peace On Eart,SC8204,01
George Harrison,Got My Mind Set On You,ZGY87,09
George Harrison,Isn't It A Pity,SFMW904,05
George Harrison,My Sweet Lord,SF188,11
George Harrison,When We Was Fab,SFMW897,03
George Jones,50000 Names,SC8759,03
George Jones,Bartender's Blues,MM6094,06
George Jones,Billy B Bad,SC8351,03
George Jones,Choices,SC8543,13
George Jones,Cold Hard Truth,SC8578,07
George Jones,Door,SC8385,12
George Jones,Finally Friday,SC8142,11
George Jones,Girl I Used To Know,SC7567,13
George Jones,Good Year For The Roses,SC8342,07
George Jones,Grand Tour,CB90075,02
George Jones,Grand Tour The,SFKK42,11
George Jones,He Stopped Loving Her Today,TT042,05
George Jones,Her Name Is,SC8647,05
George Jones,High Tech Redneck,SC8102,03
George Jones,Honky Tonk Myself To Death,SC8243,01
George Jones,Honky Tonk Song,SC8319,06
George Jones,I Always Get Lucky With You,SC8494,06
George Jones,I Don't Need Your Rockin' Chair,SC8158,15
George Jones,If Drinkin' Don't Kill Me Her Memor,CB90075,11
George Jones,I'll Share My World With You,SC8592,14
George Jones,I've Still Got Some Hurtin' Left To,SC8282,15
George Jones,Just One More,SC8383,05
George Jones,Love Bug,SC8682,12
George Jones,Man He Was,TT063,15
George Jones,Once You've Had The Best,CBE10-02,15
George Jones,One I Loved Back Then (The Corvette,SC8345,08
George Jones,One I Loved Back Then The Corve,CB90075,13
George Jones,Picture Of Me Without You,CB90075,10
George Jones,Race Is On,SFKK52,13
George Jones,She Loved A Lot In Her Time,CBE09-02,05
George Jones,She Thinks I Still Care,SC7537,07
George Jones,She's My Rock,SC8628,11
George Jones,Sinners And Saints,SC8630,05
George Jones,Still Doin' Time,SC8365,11
George Jones,Tell Me My Lying Eyes Are Wrong,SC8604,15
George Jones,Tender Years,SC8365,05
George Jones,Tennessee Whiskey,SC7555,13
George Jones,Visit,SC8296,11
George Jones,Walk Through This World With Me,SC8262,01
George Jones,Walls Can Fall,SC8301,11
George Jones,White Lightning,SC8208,11
George Jones,Who's Gonna Fill Their Shoes,SC8365,09
George Jones,Why Baby Why,SC8365,06
George Jones,Window Up Above,SC8365,10
George Jones,Wrong's What I Do Best,SC8306,08
George Jones,You Comb Her Hair,SC7567,11
George Jones And Alan Jackson,Good Year For The Roses,SC8265,15
George Jones And Garth Brooks,Beer Run,SC8729,08
George Jones And Johnny Paych,You Can Have Her,SAVA008,19
George Jones And S Kershaw,Never Bit A Bullet Like This Before,SC8215,01
George Jones And Tammy Wynett,Ceremony,SAVA009,07
George Jones And Tammy Wynett,Golden Ring,SC8511,06
George Jones And Tammy Wynett,If God Met You,SC8408,04
George Jones And Tammy Wynett,Near You,SC8511,12
George Jones And Tammy Wynett,Two Storey House,SFMW916,03
George Jones And Tammy Wynett,Two Story House,SC8408,14
George Jones And Tammy Wynett,We're Gonna Hold On,SFKK47,09
George Mccr',It's Been So Long,SFMW802,15
George Mccr',Rock Your Baby,SF168,07
George Mccrae,Rock Your Baby,ZLP07,02
George Michael,Amazing,SF215,07
George Michael,An Easier Affair,THM2006,--
George Michael,Careless Whisper,ZLP01,07
George Michael,December Song,SF286,17
George Michael,Different Corner,SF082,13
George Michael,Edge Of Heaven,JV0033,05
George Michael,Faith,SF001,02
George Michael,Faith (With Organ Intro),ZGY87,15
George Michael,Faith (Without Organ Intro),ZGY87,16
George Michael,Fast Love,SF080,07
George Michael,Father Figure,SF145,04
George Michael,Flawless,SF220,03
George Michael,Freeek,EZH010,03
George Michael,Heal The Pain,SFMW826,08
George Michael,I Believe (When I Fall In Love It W,SC8246,01
George Michael,I Want Your Sex,SC8532,10
George Michael,I Want Your Sex (Part One),SFHH05-4,15
George Michael,It Doesn't Really Matter,PS1224,11
George Michael,Jesus To A Child,SF060,03
George Michael,Kissing A Fool,SGB0057,01
George Michael,Monkey,SAVP009,09
George Michael,Mother's Pride,DKG049,06
George Michael,Move On,PS1224,14
George Michael,Older,PS1224,10
George Michael,One More Try,JV0033,09
George Michael,Outside,SF126,14
George Michael,Praying For Time,STTW3044,07
George Michael,Round Here,SF224,13
George Michael,Roxanne,SF155,03
George Michael,Shoot The Dog,EZH014,12
George Michael,Star People,PS1224,12
George Michael,To Be Forgiven,PS1224,13
George Michael,Too Funky,SC8562,11
George Michael,You Have Been Loved,SF114,08
George Michael And Elton John,Don't Let The Sun Go Down On Me,ZPA105,10
George Michael And Mary J Bli,As,SF134,06
George Michael And Queen,Somebody To Love,SC8270,09
George Michael Feat Mutya,This Is Not Real Love,SF249,13
George Morgan,Room Full Of Roses,SC8538,07
George Strait,Ace In The Hole,SC8703,03
George Strait,Adalida,SC8163,11
George Strait,Adilida,LEG178,10
George Strait,All My Ex's Live In Texas,TT040,02
George Strait,Always Never The Same,CB20421,12
George Strait,Am I Blue,SC8493,11
George Strait,Amarillo By Morning,SC8493,05
George Strait,Baby Blue,SC8144,04
George Strait,Baby Your Baby,SC8275,02
George Strait,Baby's Gotten Good At Goodbye,SC8493,01
George Strait,Best Day,SC8703,13
George Strait,Big One,SC8141,11
George Strait,Blue Clear Sky,SC8271,03
George Strait,Breath You Take,QH401,03
George Strait,Carried Away,SC8289,04
George Strait,Carrying Your Love With Me,SC8493,14
George Strait,Chair,SC8105,12
George Strait,Check Yes Or No,SC8703,05
George Strait,Chill Of An Early Fall,SC8703,02
George Strait,Cowboy Rides Away,SC8332,03
George Strait,Cowboys Like Us,SC8903,11
George Strait,Designated Drinker,LEG178,15
George Strait,Does Fort Worth Ever Cross Your Min,SC8493,08
George Strait,Don't Make Me Come Over There And L,SC8665,01
George Strait,Down And Out,SC8483,03
George Strait,Drinkin' Champagne,SC8136,10
George Strait,Easy Come Easy Go,SC8144,02
George Strait,Famous Last Words Of A Fool,SC8703,07
George Strait,Fire I Can't Put Out,SC8493,13
George Strait,Fireman,SC8703,11
George Strait,Fool Hearted Memory,SC8703,06
George Strait,Give It Away,THM2006,--
George Strait,Go On,SC8703,12
George Strait,Gone As A Girl Can Get,SC8168,09
George Strait,Heartland,SC8493,04
George Strait,Honk If You Honkytonk,LEG178,05
George Strait,Honky Tonkyville,LEG178,04
George Strait,How 'bout Them Cowgirls,SC9011,09
George Strait,I Can Still Make Cheyenne,SC8319,14
George Strait,I Cross My Heart,SC8493,10
George Strait,I Hate Everything,SC8944,11
George Strait,I Just Want To Dance With You,SC8463,01
George Strait,I Know She Still Loves Me,SC8224,02
George Strait,I Look At You,CB20421,08
George Strait,I Met A Friend Of Yours Today,SC8287,01
George Strait,I Saw God Today,SC9018,06
George Strait,I'd Like To Have That One Back,SC8177,02
George Strait,If I Know Me,SC8493,12
George Strait,If It's Gonna Rain,TT063,10
George Strait,If You Ain't Lovin',SC8483,02
George Strait,If You Can Do Anything,TT039,05
George Strait,If You Can Do Anything Else,SC8690,09
George Strait,If You're Thinking You Want,SC8483,08
George Strait,I'll Never Forgive My Heart,MM6087,13
George Strait,It Ain't Cool To Be Crazy About You,SC8483,15
George Strait,It Just Comes Natural,SC9004,07
George Strait,It Just Comes Naturally,CBE09-06,11
George Strait,I've Come To Expect It From You,SC8493,15
George Strait,Just Look At Me,SC8301,10
George Strait,King Of Broken Hearts,SC8309,01
George Strait,King Of The Mountain,SC3004,02
George Strait,Lead On,SC8186,05
George Strait,Let That Pony Run,JV0061,10
George Strait,Let's Fall To Pieces Together,SC8703,01
George Strait,Living And Living Well,SC8798,07
George Strait,Love Bug,SC8180,12
George Strait,Love Without End Amen,TT044,04
George Strait,Lovebug,SC8703,04
George Strait,Lovesick Blues,SC8265,13
George Strait,Man In Love With You,SC8139,03
George Strait,Marina Del Rey,SC8133,11
George Strait,Meanwhile,SC8512,06
George Strait,Merry Christmas (Wherever You Are),CBE09-30,05
George Strait,Nerve,CB90017,12
George Strait,Nobody Has To Get Hurt,SC8291,07
George Strait,Nobody In His Right Mind Would Have,SC8483,01
George Strait,Ocean Front Property,SC8104,03
George Strait,Old Time Christmas,CB20205,09
George Strait,One Night At A Time,SC8703,14
George Strait,One Of You,CB20421,11
George Strait,Out Of The Blue Clear Sky,CB20439,12
George Strait,Overnight Mail,SC8177,06
George Strait,Overnight Success,SC8421,13
George Strait,Peace Of Mind,CB20421,09
George Strait,Right Or Wrong,SC8493,03
George Strait,River Of Love,CBE10-10,14
George Strait,Round About Way,SC8504,05
George Strait,Run,SC8798,12
George Strait,Seashores Of Old Mexico,THM2006,--
George Strait,She Let Herself Go,SC8992,03
George Strait,She'll Leave You With A Smile,SC8784,15
George Strait,So Much Like My Dad,SC8703,10
George Strait,Somewhere Down In Texas,SC8952,08
George Strait,Stars On The Water,SC8779,13
George Strait,Stay Out Of My Arms,SC8236,14
George Strait,Tell Me Something Bad About Tulsa,LEG178,08
George Strait,Texas,SC8933,04
George Strait,Thoughts Of A Fool,SC8243,09
George Strait,Today My World Slipped Away,SC8703,09
George Strait,Troubadour,CBE10-09,03
George Strait,True,SC8470,05
George Strait,Twang,SFKK42,02
George Strait,Unwound,SC7551,05
George Strait,We Really Shouldn't Be Doing This,SC8485,08
George Strait,What A Merry Christmas This Could B,CBE10-25,18
George Strait,What Do You Say To That,TT046,06
George Strait,What's Going On In Your World,SC8703,08
George Strait,When Did You Stop Loving Me,SC8317,08
George Strait,Won't You Come Home,SC3028,01
George Strait,Wrapped,SC9011,03
George Strait,Write This Down,TT046,11
George Strait,You Can't Make A Heart Love Somebod,SC8703,15
George Strait,You Haven't Left Me Yet,CB90018,15
George Strait,You Know Me Better Than That,SC8493,07
George Strait,You Look So Good In Love,SC8493,02
George Strait,You'll Be There,SC8923,10
George Strait,You're Something Special To Me,SC8345,02
George Strait And Alan Jackso,Murder On Music Row,SC8614,07
George Strait And Lee Ann Wom,Good News Bad News,SC8952,03
George Thorogood,Bad To The Bone,SGB0062,02
George Thorogood,I Drink Alone,SC8939,11
George Thorogood,One Bourbon One Scotch One Beer,SC8151,15
George Thorogood And The Des,Move It On Over,SC9001,14
George Thorogood And The Dest,Bad To The Bone,LEG206,05
George Thorogood And The Dest,Get A Haircut,SC8763,13
George Thorogood And The Dest,If You Don't Start Drinkin' (I'm Go,SC8562,08
George Thorogood And The Dest,Move It On Over,SC7561,09
George Thorogood And The Dest,Rock And Roll Christmas,CBE09-30,09
Georgia Gibbs,Kiss Of Fire,DKG036,18
Georgia Gibbs,Tweedle Dee,RB011,03
Georgia Middleman,Kick Down The Door,SC8665,06
Georgia Middleman,No Place Like Home,SC8630,08
Georgia Satellites,Keep Your Hands To Yourself,SPC034,16
Georgie Fame,Ballad Of Bonnie And Clyde,SF070,02
Georgie Fame,Yeah Yeah,EK052,12
Georgie Fame And The Blue Fla,Get Away,ZKH03,10
Georgie Fame And The Blue Fla,Yeah Yeah,SF078,14
Gerald Levert,Answering Service,SC8156,09
Gerald Levert,Can't Help Myself,SC8150,07
Gerald Levert,Groove On,RB009,03
Gerald Levert,Mr Too Damn Good,SC8622,06
Gerald Levert And Eddie Lever,Baby Hold On To Me,SC8374,03
Geraldine Mcqueen,Winners Song,EKI29,08
Geraldine Mcqueen,Winner's Song,SF273,05
Gerard Mcmann,Cry Little Sister,SC8782,10
Gerard Mcmann,Cry Little Sister (From The Lost Bo,SFMW913,15
Gerardo,Rico Suave,SC8656,11
Geri Halliwell,Bag It Up,SF161,12
Geri Halliwell,Calling,SF184,06
Geri Halliwell,Desire,MRH019,08
Geri Halliwell,It's Raining Men,ZLP03,08
Geri Halliwell,Lift Me Up,SF150,01
Geri Halliwell,Look At Me,SF138,02
Geri Halliwell,Mi Chico Latino,SFTP03,03
Geri Halliwell,Ride It,SF225,08
Geri Halliwell,Scream If You Want To Go Faster,SF180,02
Gerry And The Pacemakers,Don't Let The Sun Catch You Crying,SF094,07
Gerry And The Pacemakers,Ferry Cross The Mersey,SC8563,11
Gerry And The Pacemakers,Ferry 'cross The Mersey,SFMW857,14
Gerry And The Pacemakers,How Do You Do It,SF044,10
Gerry And The Pacemakers,How Do You Do It To Me,LC009,10
Gerry And The Pacemakers,I Like It,ZLP06,05
Gerry And The Pacemakers,I'm The One,SF078,06
Gerry And The Pacemakers,You'll Never Walk Alone,ZPP09-2,20
Gerry Rafferty,Baker Street,SFMW860,02
Gerry Rafferty,Get It Right Next Time,SC8594,06
Gerry Rafferty,It's Been You Right Down The Line,SC8535,09
Gerry Rafferty,Night Owl,SFMW869,02
Gerry Rafferty,Right Down The Line,RC6903,03
Ghosts,Stay The Night,SFMW891,11
Ghosts,World Is Outside,SFMW890,13
Gia Farrell,Hit Me Up,SFKK15,06
Gibson Brothers,Que Sera Mi Vida,SFGD047,03
Gibson Brothers,Qui Sera Mi Vida,SF028,03
Gibson Miller Band,Johnny Get Your Gun,SC8324,07
Gibson Miller Band,Red White And Blue Collar,SC8228,14
Gibson Miller Band,Texas Tattoo,PI216,10
Gigi,Thank Heaven For Little Girls,SGB0050,01
Gigi D'agostino,I'll Fly With You,TT073,12
Gigi D'agostino,Riddle,KK007,12
Gigolo Aunts,Where I Find My Heaven,SFMW900,12
Gil Grand,I Already Fell,SC8546,04
Gil Grand,Let's Start Livin',SC8520,13
Gilbert O'sullivan,Alone Again Naturally,SGB0051,08
Gilbert O'sullivan,Clair,SF096,10
Gilbert O'sullivan,Get Down,SF096,11
Gilbert O'sullivan,Matrimony,ZKH12,12
Gilbert O'sullivan,Ooh Baby,SC8314,03
Gilbert O'sullivan,Why Oh Why Oh Why,SF101,06
Gin Blossoms,Allison Rd,SC8145,12
Gin Blossoms,Allison Road,MM6078,02
Gin Blossoms,As Long As It Matters,SC8348,10
Gin Blossoms,Day Job,SC8350,09
Gin Blossoms,Follow You Down,SC8257,02
Gin Blossoms,Found Out About You,SC8122,01
Gin Blossoms,Hey Jealously,SC8132,05
Gin Blossoms,Hey Jealousy,PI035,01
Gin Blossoms,Til I Hear It From You,SC8199,15
Gin Blossoms,Until I Fall Away,SC8148,09
Gina G,Gimme Some Love,SC3035,02
Gina G,Ooh Aah Just A Little Bit,SF080,01
Gina G,Ooh Aah- Just A Little Bit,ZKH13,13
Gina G,Ooh Ah Just A Little Bit,EK001,07
Gina Thompson,Things That You Do,SC8304,07
Ginette Reno,La Vie,SC2388,04
Gino Vanelli,I Just Wanna Stop,LC010,10
Gino Vannelli,I Just Wanna Stop,SC8227,14
Ginuwine,Differences,TT073,05
Ginuwine,Pony,SC8476,13
Ginuwine,So Anxious,SC3153,05
Ginuwine,There It Is,SC8695,14
Ginuwine,Tribute To A Woman,SC8752,01
Ginuwine,What Could Have Been,CB5146-01,07
Giorio Moroder And Phil Oader,Together In Electric Dreams,SFMW841,13
Girl Called Jane,He's Alive,PHM0706,06
Girls Aloud,Beautiful 'cause You Love Me,SF323,03
Girls Aloud,Biology,SFPL003,12
Girls Aloud,Call The Shots,ZPP04-1,07
Girls Aloud,Can't Speak French,ZPP04-1,08
Girls Aloud,I Think We're Alone Now,SFPL003,15
Girls Aloud,I'll Stand By You,SFPL002,14
Girls Aloud,Jump,SF211,04
Girls Aloud,Jump (For My Love),SFPL002,11
Girls Aloud,Life Got Cold,SFPL001,15
Girls Aloud,Long Hot Summer,SFPL003,11
